Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
RNASEL,Ribonuclease L,Protein Coding,Q05823,57,GC01M182573,42.6453743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL
ADK,Adenosine Kinase,Protein Coding,P55263,63,GC10P074941,42.63979721,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADK
PCSK1,Proprotein Convertase Subtilisin/Kexin Type 1,Protein Coding,P29120,62,GC05M096391,42.61977768,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK1
MMP8,Matrix Metallopeptidase 8,Protein Coding,P22894,60,GC11M129717,42.61785889,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP8
CRKL,"CRK Like Proto-Oncogene, Adaptor Protein",Protein Coding,P46109,59,GC22P020917,42.60123062,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL
ZFHX3,Zinc Finger Homeobox 3,Protein Coding,Q15911,55,GC16M072782,42.59204483,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFHX3
FREM2,FRAS1 Related Extracellular Matrix 2,Protein Coding,Q5SZK8,50,GC13P038687,42.56954193,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM2
PLIN1,Perilipin 1,Protein Coding,O60240,60,GC15M089664,42.55736542,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN1
DARS1,Aspartyl-TRNA Synthetase 1,Protein Coding,P14868,56,GC02M135905,42.51499939,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS1
CCAR2,Cell Cycle And Apoptosis Regulator 2,Protein Coding,Q8N163,50,GC08P022604,42.50154877,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAR2
EHMT2,Euchromatic Histone Lysine Methyltransferase 2,Protein Coding,Q96KQ7,58,GC06M031879,42.48728561,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT2
EEF1A2,Eukaryotic Translation Elongation Factor 1 Alpha 2,Protein Coding,Q05639,59,GC20M063488,42.41614914,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A2
MCCC1,Methylcrotonyl-CoA Carboxylase Subunit 1,Protein Coding,Q96RQ3,56,GC03M183015,42.35357285,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCCC1
MARS1,Methionyl-TRNA Synthetase 1,Protein Coding,P56192,59,GC12P062071,42.34585953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARS1
GADD45A,Growth Arrest And DNA Damage Inducible Alpha,Protein Coding,P24522,56,GC01P067685,42.33163834,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GADD45A
NECTIN1,Nectin Cell Adhesion Molecule 1,Protein Coding,Q15223,59,GC11M130214,42.32529068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NECTIN1
RBX1,Ring-Box 1,Protein Coding,P62877,56,GC22P040951,42.29177475,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1
TMPO,Thymopoietin,Protein Coding,P42166,59,GC12P098515,42.2350769,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO
RGS6,Regulator Of G Protein Signaling 6,Protein Coding,P49758,53,GC14P071867,42.22406769,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS6
GNB3,G Protein Subunit Beta 3,Protein Coding,P16520,59,GC12P006839,42.20572662,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB3
DLX5,Distal-Less Homeobox 5,Protein Coding,P56178,57,GC07M097020,42.1519165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX5
SCN11A,Sodium Voltage-Gated Channel Alpha Subunit 11,Protein Coding,Q9UI33,56,GC03M038862,42.15097046,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN11A
HSD11B1,Hydroxysteroid 11-Beta Dehydrogenase 1,Protein Coding,P28845,63,GC01P209686,42.14141083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B1
ENO2,Enolase 2,Protein Coding,P09104,60,GC12P006913,42.10157776,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO2
SLC5A1,Solute Carrier Family 5 Member 1,Protein Coding,P13866,60,GC22P032043,42.09097672,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A1
HPS1,HPS1 Biogenesis Of Lysosomal Organelles Complex 3 Subunit 1,Protein Coding,Q92902,53,GC10M098410,42.08920288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPS1
KCND2,Potassium Voltage-Gated Channel Subfamily D Member 2,Protein Coding,Q9NZV8,56,GC07P120273,42.08345032,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND2
SLC12A2,Solute Carrier Family 12 Member 2,Protein Coding,P55011,62,GC05P128083,42.03273773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2
SELL,Selectin L,Protein Coding,P14151,55,GC01M169690,42.02055359,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL
NDN,"Necdin, MAGE Family Member",Protein Coding,Q99608,55,GC15M027657,42.01123428,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDN
USF1,Upstream Transcription Factor 1,Protein Coding,P22415,56,GC01M161039,41.98880005,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF1
SLC2A3,Solute Carrier Family 2 Member 3,Protein Coding,P11169,61,GC12M007919,41.9646492,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A3
FOXH1,Forkhead Box H1,Protein Coding,O75593,52,GC08M144473,41.85821533,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXH1
WNT10A,Wnt Family Member 10A,Protein Coding,Q9GZT5,59,GC02P219835,41.8348999,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10A
GPT2,Glutamic--Pyruvic Transaminase 2,Protein Coding,Q8TD30,58,GC16P097033,41.77653503,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT2
HTR3A,5-Hydroxytryptamine Receptor 3A,Protein Coding,P46098,58,GC11P113975,41.75745773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A
C1QBP,Complement C1q Binding Protein,Protein Coding,Q07021,58,GC17M005432,41.73805618,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QBP
RS1,Retinoschisin 1,Protein Coding,O15537,52,GC0XM018639,41.70489883,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RS1
ATF3,Activating Transcription Factor 3,Protein Coding,P18847,58,GC01P212565,41.62110901,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF3
MTHFD1,"Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1",Protein Coding,P11586,58,GC14P064388,41.5660553,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1
DROSHA,Drosha Ribonuclease III,Protein Coding,Q9NRR4,57,GC05M031401,41.55080795,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA
POGZ,Pogo Transposable Element Derived With ZNF Domain,Protein Coding,Q7Z3K3,53,GC01M151402,41.52676392,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POGZ
IFNAR2,Interferon Alpha And Beta Receptor Subunit 2,Protein Coding,P48551,62,GC21P033229,41.52259445,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR2
PF4,Platelet Factor 4,Protein Coding,P02776,53,GC04M073980,41.52198792,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4
PSMD12,"Proteasome 26S Subunit, Non-ATPase 12",Protein Coding,O00232,54,GC17M067337,41.50854874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD12
NR5A2,Nuclear Receptor Subfamily 5 Group A Member 2,Protein Coding,O00482,56,GC01P199996,41.497612,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR5A2
BHLHE41,Basic Helix-Loop-Helix Family Member E41,Protein Coding,Q9C0J9,50,GC12M026120,41.48653793,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE41
DOK7,Docking Protein 7,Protein Coding,Q18PE1,51,GC04P004840,41.48570251,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK7
PLK4,Polo Like Kinase 4,Protein Coding,O00444,60,GC04P127880,41.44742203,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK4
ATRIP,ATR Interacting Protein,Protein Coding,Q8WXE1,56,GC03P059843,41.42339706,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRIP
SAG,S-Antigen Visual Arrestin,Protein Coding,P10523,58,GC02P233663,41.41253281,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAG
CDC25A,Cell Division Cycle 25A,Protein Coding,P30304,60,GC03M048321,41.39942169,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A
SF3B2,Splicing Factor 3b Subunit 2,Protein Coding,Q13435,52,GC11P066050,41.37356567,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2
LEMD3,LEM Domain Containing 3,Protein Coding,Q9Y2U8,54,GC12P065169,41.33747101,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEMD3
SLC6A2,Solute Carrier Family 6 Member 2,Protein Coding,P23975,59,GC16P097304,41.31280518,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A2
CLDN1,Claudin 1,Protein Coding,O95832,59,GC03M190305,41.28948212,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1
IMPDH2,Inosine Monophosphate Dehydrogenase 2,Protein Coding,P12268,62,GC03M053988,41.23837662,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH2
GABBR1,Gamma-Aminobutyric Acid Type B Receptor Subunit 1,Protein Coding,Q9UBS5,62,GC06M029555,41.20620346,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR1
ADM,Adrenomedullin,Protein Coding,P35318,57,GC11P012779,41.1959343,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM
ADORA2A,Adenosine A2a Receptor,Protein Coding,P29274,60,GC22P024417,41.15167618,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A
ENO1,Enolase 1,Protein Coding,P06733,60,GC01M008861,41.1149559,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1
CUL7,Cullin 7,Protein Coding,Q14999,52,GC06M043037,41.10602951,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL7
SLC6A1,Solute Carrier Family 6 Member 1,Protein Coding,P30531,59,GC03P022813,41.09822464,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A1
SIK1,Salt Inducible Kinase 1,Protein Coding,P57059,58,GC21M043414,41.07936478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK1
AKAP9,A-Kinase Anchoring Protein 9,Protein Coding,Q99996,54,GC07P091940,40.99455261,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP9
CSNK2A2,Casein Kinase 2 Alpha 2,Protein Coding,P19784,57,GC16M058157,40.97345734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A2
HNRNPD,Heterogeneous Nuclear Ribonucleoprotein D,Protein Coding,Q14103,54,GC04M082352,40.93379211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPD
ADCYAP1,Adenylate Cyclase Activating Polypeptide 1,Protein Coding,P18509,55,GC18P000895,40.91091156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1
ATIC,5-Aminoimidazole-4-Carboxamide Ribonucleotide Formyltransferase/IMP Cyclohydrolase,Protein Coding,P31939,59,GC02P215311,40.8795166,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATIC
JUNB,"JunB Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,P17275,52,GC19P012791,40.86681366,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB
RRAS2,RAS Related 2,Protein Coding,P62070,59,GC11M014299,40.83972168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRAS2
AFF2,ALF Transcription Elongation Factor 2,Protein Coding,P51816,54,GC0XP148500,40.75614929,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF2
DMP1,Dentin Matrix Acidic Phosphoprotein 1,Protein Coding,Q13316,55,GC04P087650,40.7555809,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMP1
ALPP,"Alkaline Phosphatase, Placental",Protein Coding,P05187,56,GC02P232378,40.73731995,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPP
EIF4EBP1,Eukaryotic Translation Initiation Factor 4E Binding Protein 1,Protein Coding,Q13541,59,GC08P040500,40.73143005,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP1
ADRB3,Adrenoceptor Beta 3,Protein Coding,P13945,56,GC08M037962,40.67745209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB3
PRMT1,Protein Arginine Methyltransferase 1,Protein Coding,Q99873,61,GC19P049675,40.67713165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1
JMJD1C,Jumonji Domain Containing 1C,Protein Coding,Q15652,54,GC10M063167,40.64790344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C
GFRA1,GDNF Family Receptor Alpha 1,Protein Coding,P56159,60,GC10M116056,40.62526321,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRA1
HSP90B1,Heat Shock Protein 90 Beta Family Member 1,Protein Coding,P14625,60,GC12P103930,40.6100769,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1
PFN1,Profilin 1,Protein Coding,P07737,59,GC17M004945,40.51350784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1
CDK12,Cyclin Dependent Kinase 12,Protein Coding,Q9NYV4,60,GC17P039461,40.49560165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK12
GNAI1,G Protein Subunit Alpha I1,Protein Coding,P63096,60,GC07P088666,40.4661026,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI1
TAC3,Tachykinin Precursor 3,Protein Coding,Q9UHF0,55,GC12M059615,40.43112183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC3
BRF1,BRF1 RNA Polymerase III Transcription Initiation Factor Subunit,Protein Coding,Q92994,54,GC14M121117,40.39823151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRF1
VAMP2,Vesicle Associated Membrane Protein 2,Protein Coding,P63027,58,GC17M084184,40.38648987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP2
TRH,Thyrotropin Releasing Hormone,Protein Coding,P20396,53,GC03P129974,40.38579559,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRH
IL11,Interleukin 11,Protein Coding,P20809,54,GC19M055364,40.33705902,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11
AANAT,Aralkylamine N-Acetyltransferase,Protein Coding,Q16613,51,GC17P076453,40.30715179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AANAT
NHP2,NHP2 Ribonucleoprotein,Protein Coding,Q9NX24,57,GC05M178149,40.26718521,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHP2
PI4KA,Phosphatidylinositol 4-Kinase Alpha,Protein Coding,P42356,61,GC22M020707,40.24209595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KA
IAPP,Islet Amyloid Polypeptide,Protein Coding,P10997,52,GC12P021354,40.21637726,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP
POLH,DNA Polymerase Eta,Protein Coding,Q9Y253,58,GC06P043576,40.17687607,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH
ARRB2,Arrestin Beta 2,Protein Coding,P32121,58,GC17P121777,40.15241241,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRB2
CD9,CD9 Molecule,Protein Coding,P21926,56,GC12P042075,40.14156342,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD9
CHRNB2,Cholinergic Receptor Nicotinic Beta 2 Subunit,Protein Coding,P17787,58,GC01P167218,40.11785507,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNB2
ARFGEF2,ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 2,Protein Coding,Q9Y6D5,53,GC20P048921,40.10203934,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGEF2
BLNK,B Cell Linker,Protein Coding,Q8WV28,59,GC10M096303,40.02882004,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLNK
NMNAT1,Nicotinamide Nucleotide Adenylyltransferase 1,Protein Coding,Q9HAN9,60,GC01P051116,40.02052307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMNAT1
MAP2K3,Mitogen-Activated Protein Kinase Kinase 3,Protein Coding,P46734,62,GC17P122389,40.01865387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K3
GRM5,Glutamate Metabotropic Receptor 5,Protein Coding,P41594,60,GC11M088504,39.99264145,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM5
CACNA1B,Calcium Voltage-Gated Channel Subunit Alpha1 B,Protein Coding,Q00975,62,GC09P137877,39.98002625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B
NANOG,Nanog Homeobox,Protein Coding,Q9H9S0,50,GC12P007787,39.96539688,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOG
MAPRE2,Microtubule Associated Protein RP/EB Family Member 2,Protein Coding,Q15555,54,GC18P034976,39.96268082,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPRE2
ABCG1,ATP Binding Cassette Subfamily G Member 1,Protein Coding,P45844,56,GC21P042199,39.96171951,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG1
NAT2,N-Acetyltransferase 2,Protein Coding,P11245,56,GC08P018391,39.961689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT2
RBCK1,RANBP2-Type And C3HC4-Type Zinc Finger Containing 1,Protein Coding,Q9BYM8,53,GC20P000407,39.92177963,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBCK1
GRP,Gastrin Releasing Peptide,Protein Coding,P07492,53,GC18P059220,39.90937805,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRP
TPH2,Tryptophan Hydroxylase 2,Protein Coding,Q8IWU9,62,GC12P071938,39.88623428,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPH2
GAST,Gastrin,Protein Coding,P01350,52,GC17P041712,39.86072159,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAST
AP4E1,Adaptor Related Protein Complex 4 Subunit Epsilon 1,Protein Coding,Q9UPM8,48,GC15P166361,39.81666565,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4E1
POLA1,"DNA Polymerase Alpha 1, Catalytic Subunit",Protein Coding,P09884,59,GC0XP024693,39.79136658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA1
TBL1X,Transducin Beta Like 1 X-Linked,Protein Coding,O60907,52,GC0XP009463,39.75807953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1X
ATF1,Activating Transcription Factor 1,Protein Coding,P18846,58,GC12P050763,39.70384216,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF1
MYF6,Myogenic Factor 6,Protein Coding,P23409,55,GC12P080707,39.60407639,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYF6
ADRA2A,Adrenoceptor Alpha 2A,Protein Coding,P08913,59,GC10P111077,39.60067368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2A
DUSP1,Dual Specificity Phosphatase 1,Protein Coding,P28562,59,GC05M172768,39.58103943,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1
TAC1,Tachykinin Precursor 1,Protein Coding,P20366,53,GC07P097734,39.57745743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC1
ABHD5,"Abhydrolase Domain Containing 5, Lysophosphatidic Acid Acyltransferase",Protein Coding,Q8WTS1,58,GC03P043935,39.56842422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD5
UCP1,Uncoupling Protein 1,Protein Coding,P25874,56,GC04M140559,39.55253601,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP1
MYCBP2,MYC Binding Protein 2,Protein Coding,O75592,51,GC13M077044,39.55106354,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCBP2
TUFM,"Tu Translation Elongation Factor, Mitochondrial",Protein Coding,P49411,57,GC16M044746,39.42514038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM
CTSL,Cathepsin L,Protein Coding,P07711,60,GC09P087725,39.40489578,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL
CX3CR1,C-X3-C Motif Chemokine Receptor 1,Protein Coding,P49238,56,GC03M039279,39.39978409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CR1
ITPR3,"Inositol 1,4,5-Trisphosphate Receptor Type 3",Protein Coding,Q14573,58,GC06P033620,39.37170029,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3
ABCC4,ATP Binding Cassette Subfamily C Member 4 (PEL Blood Group),Protein Coding,O15439,59,GC13M095019,39.37023544,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC4
SCYL1,SCY1 Like Pseudokinase 1,Protein Coding,Q96KG9,53,GC11P065525,39.36377716,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCYL1
NDUFS3,NADH:Ubiquinone Oxidoreductase Core Subunit S3,Protein Coding,O75489,59,GC11P048105,39.34308624,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3
ARHGDIA,Rho GDP Dissociation Inhibitor Alpha,Protein Coding,P52565,60,GC17M081867,39.31707382,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGDIA
ID4,Inhibitor Of DNA Binding 4,Protein Coding,P47928,51,GC06P019837,39.26750183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID4
UBQLN2,Ubiquilin 2,Protein Coding,Q9UHD9,55,GC0XP056563,39.26582718,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN2
MAT1A,Methionine Adenosyltransferase 1A,Protein Coding,Q00266,59,GC10M080271,39.24578857,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT1A
ACTL6A,Actin Like 6A,Protein Coding,O96019,54,GC03P179562,39.20911407,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL6A
RDX,Radixin,Protein Coding,P35241,62,GC11M109864,39.17866898,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDX
SLC6A9,Solute Carrier Family 6 Member 9,Protein Coding,P48067,61,GC01M043991,39.16299438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A9
DDHD2,DDHD Domain Containing 2,Protein Coding,O94830,52,GC08P038225,39.12976456,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD2
EEF2,Eukaryotic Translation Elongation Factor 2,Protein Coding,P13639,62,GC19M003976,39.10189438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2
PSMC4,"Proteasome 26S Subunit, ATPase 4",Protein Coding,P43686,55,GC19P123040,39.09321213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4
BLOC1S6,Biogenesis Of Lysosomal Organelles Complex 1 Subunit 6,Protein Coding,Q9UL45,50,GC15P166255,39.07623291,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S6
MRTFA,Myocardin Related Transcription Factor A,Protein Coding,Q969V6,52,GC22M080180,39.06797791,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRTFA
ANTXR1,ANTXR Cell Adhesion Molecule 1,Protein Coding,Q9H6X2,58,GC02P068977,39.06422806,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR1
CDK5R1,Cyclin Dependent Kinase 5 Regulatory Subunit 1,Protein Coding,Q15078,59,GC17P032486,39.0586853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5R1
VAPB,VAMP Associated Protein B And C,Protein Coding,O95292,57,GC20P058389,39.05417633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPB
DRD5,Dopamine Receptor D5,Protein Coding,P21918,59,GC04P009783,39.04540634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD5
CAMK4,Calcium/Calmodulin Dependent Protein Kinase IV,Protein Coding,Q16566,59,GC05P111223,39.0043869,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK4
